matrix,size,solver,repetition,cost,time,status,deviation,best_cost
N-tiw56r72,56,Becker (non-opt),0,251285,0.024089336395263672,Success,5.883652816168153,266994
N-tiw56r72,56,Becker (non-opt),1,251285,0.026999711990356445,Success,5.883652816168153,266994
N-tiw56r72,56,Becker (opt),0,230485,0.0010013580322265625,Success,13.674090054458151,266994
N-tiw56r72,56,Becker (opt),1,230485,0.0009992122650146484,Success,13.674090054458151,266994
N-tiw56r72,56,Greedy (basic),0,73890,0.006997585296630859,Success,72.32522079147846,266994
N-tiw56r72,56,Greedy (basic),1,73890,0.006999969482421875,Success,72.32522079147846,266994
N-tiw56r72,56,Greedy (best_insertion),0,264413,0.20099997520446777,Success,0.9666883900012734,266994
N-tiw56r72,56,Greedy (best_insertion),1,264413,0.1940000057220459,Success,0.9666883900012734,266994
N-tiw56r72,56,Greedy (random),0,86626,0.008006572723388672,Success,67.5550761440332,266994
N-tiw56r72,56,Greedy (random),1,160275,0.007019519805908203,Success,39.970561136205305,266994
N-tiw56r72,56,GreatDeluge,0,264974,0.11300086975097656,Success,0.756571308718548,266994
N-tiw56r72,56,GreatDeluge,1,266994,0.1249997615814209,Success,0.0,266994
