matrix,size,solver,repetition,cost,time,status,deviation,best_cost
N-r150a1,150,Becker (non-opt),0,335121.0,0.6900935173034668,Success,2.732660737919985,344536
N-r150a1,150,Becker (non-opt),1,335121.0,0.6855530738830566,Success,2.732660737919985,344536
N-r150a1,150,Becker (opt),0,336828.0,0.0020017623901367188,Success,2.2372117862864838,344536
N-r150a1,150,Becker (opt),1,336828.0,0.0030002593994140625,Success,2.2372117862864838,344536
N-r150a1,150,Greedy (basic),0,71148.0,0.2109987735748291,Success,79.34961803701209,344536
N-r150a1,150,Greedy (basic),1,71148.0,0.20099925994873047,Success,79.34961803701209,344536
N-r150a1,150,Greedy (best_insertion),0,344536.0,0.6629858016967773,Success,0.0,344536
N-r150a1,150,Greedy (best_insertion),1,344536.0,0.6299996376037598,Success,0.0,344536
N-r150a1,150,Greedy (random),0,72944.0,0.2105391025543213,Success,78.82833724197181,344536
N-r150a1,150,Greedy (random),1,75337.0,0.21000123023986816,Success,78.133779924304,344536
N-r150a1,150,GreatDeluge,0,324904.0,0.1679987907409668,Success,5.69809831193257,344536
N-r150a1,150,GreatDeluge,1,319343.0,0.1809995174407959,Success,7.312153156709314,344536
N-r150a1,150,LocalSearch best,0,312136.33477729507,0.13100075721740723,Success,9.403854814215332,344536
N-r150a1,150,LocalSearch best,1,314518.28613417374,0.1249995231628418,Success,8.712504314738156,344536
N-r150a1,150,LocalSearch best rest,0,314097.5890091533,0.11160070896148681,Success,8.83460973333605,344536
N-r150a1,150,LocalSearch best rest,1,313984.5507900347,0.11239678859710693,Success,8.867418560024294,344536
N-r150a1,150,LocalSearch random,0,287565.86856275913,0.14011216163635254,Success,16.535320383716325,344536
N-r150a1,150,LocalSearch random,1,297139.594002906,0.13900065422058105,Success,13.756590311925024,344536
N-r150a1,150,LocalSearch first,0,295580.54779347294,0.1249990463256836,Success,14.209096351767903,344536
N-r150a1,150,LocalSearch first,1,294725.49644369585,0.12400054931640625,Success,14.45727109977017,344536
