matrix,size,solver,repetition,cost,time,status,deviation,best_cost
N-r150c1,150,Becker (non-opt),0,333975.0,0.7236957550048828,Success,2.547380400052523,342705
N-r150c1,150,Becker (non-opt),1,333975.0,0.7039999961853027,Success,2.547380400052523,342705
N-r150c1,150,Becker (opt),0,334312.0,0.0030012130737304688,Success,2.4490450970951696,342705
N-r150c1,150,Becker (opt),1,334312.0,0.0029997825622558594,Success,2.4490450970951696,342705
N-r150c1,150,Greedy (basic),0,73993.0,0.21557021141052246,Success,78.40912738360981,342705
N-r150c1,150,Greedy (basic),1,73993.0,0.20099997520446777,Success,78.40912738360981,342705
N-r150c1,150,Greedy (best_insertion),0,342705.0,0.6329102516174316,Success,0.0,342705
N-r150c1,150,Greedy (best_insertion),1,342705.0,0.6619982719421387,Success,0.0,342705
N-r150c1,150,Greedy (random),0,76282.0,0.1900005340576172,Success,77.74120599349294,342705
N-r150c1,150,Greedy (random),1,78138.0,0.1955733299255371,Success,77.19963233684948,342705
N-r150c1,150,GreatDeluge,0,316156.0,0.17100024223327637,Success,7.746896018441516,342705
N-r150c1,150,GreatDeluge,1,320825.0,0.17000031471252441,Success,6.3844997884477905,342705
N-r150c1,150,LocalSearch best,0,313362.1605358486,0.13499975204467773,Success,8.56212762117606,342705
N-r150c1,150,LocalSearch best,1,312852.4669884807,0.12599945068359375,Success,8.71085423659395,342705
N-r150c1,150,LocalSearch best rest,0,314492.71959941805,0.12510101795196535,Success,8.232234837712303,342705
N-r150c1,150,LocalSearch best rest,1,311681.78853293625,0.113399076461792,Success,9.052453704224844,342705
N-r150c1,150,LocalSearch random,0,292247.08952038886,0.1380016803741455,Success,14.723424075986966,342705
N-r150c1,150,LocalSearch random,1,286120.4395934221,0.14111781120300293,Success,16.51115694447933,342705
N-r150c1,150,LocalSearch first,0,288925.156550849,0.12600183486938477,Success,15.692751331072213,342705
N-r150c1,150,LocalSearch first,1,280509.4914993272,0.12499809265136719,Success,18.14841000296839,342705
