solver,num_matrices,success_rate,timeout_rate,avg_deviation,std_deviation,avg_time,percentile_90_time,best_cost
Greedy (best_insertion),50,1.0,0.0,0.0,0.0,0.025699355602264405,0.03799693584442139,282169584.0
Becker (opt),50,1.0,0.0,12.50104167831143,6.217785265694576,0.0008199310302734375,0.0010020732879638672,254412126.0
Greedy (look_ahead),50,0.98,0.02,37.530828166003126,6.750290497493425,1.0394052791595458,1.6612754106521608,154938312.0
Greedy (random),50,1.0,0.0,58.080916926494375,9.234685556125324,0.005974001884460449,0.009000086784362793,117363948.0
Greedy (basic),50,1.0,0.0,61.12543105224041,8.332975308827749,0.005761291980743408,0.008041930198669438,119280218.0
