matrix,size,solver,repetition,cost,time,status,deviation,best_cost
N-t69r11xx_250,250,Becker (non-opt),0,,1.5,Timeout,,30416252
N-t69r11xx_250,250,Becker (non-opt),1,29309673.0,3.1931259632110596,Success,3.638117543213411,30416252
N-t69r11xx_250,250,Becker (opt),0,25740152.0,0.0030002593994140625,Success,15.373689039662086,30416252
N-t69r11xx_250,250,Becker (opt),1,25740152.0,0.0029997825622558594,Success,15.373689039662086,30416252
N-t69r11xx_250,250,Greedy (basic),0,20182685.0,0.7585577964782715,Success,33.64506251460568,30416252
N-t69r11xx_250,250,Greedy (basic),1,20182685.0,0.8255257606506348,Success,33.64506251460568,30416252
N-t69r11xx_250,250,Greedy (best_insertion),0,30416252.0,2.536250591278076,Success,0.0,30416252
N-t69r11xx_250,250,Greedy (best_insertion),1,30416252.0,2.663719654083252,Success,0.0,30416252
N-t69r11xx_250,250,Greedy (random),0,20244769.0,0.8459987640380859,Success,33.44094795111508,30416252
N-t69r11xx_250,250,Greedy (random),1,20232186.0,0.8380308151245117,Success,33.48231728222136,30416252
N-t69r11xx_250,250,GreatDeluge,0,28225338.0,0.27554774284362793,Success,7.203103130523774,30416252
N-t69r11xx_250,250,GreatDeluge,1,28942074.0,0.2610001564025879,Success,4.8466786769125925,30416252
N-t69r11xx_250,250,LocalSearch best,0,28443602.1012245,0.22500014305114746,Success,6.485512740936981,30416252
N-t69r11xx_250,250,LocalSearch best,1,28292467.576946575,0.22055888175964355,Success,6.982400142704711,30416252
N-t69r11xx_250,250,LocalSearch best rest,0,28457831.73778357,0.197998309135437,Success,6.438729736380505,30416252
N-t69r11xx_250,250,LocalSearch best rest,1,28156624.29396336,0.19620165824890137,Success,7.429014284983694,30416252
N-t69r11xx_250,250,LocalSearch random,0,26198512.57375922,0.21799731254577637,Success,13.866729622837093,30416252
N-t69r11xx_250,250,LocalSearch random,1,26834126.612159904,0.21999144554138184,Success,11.777011144700195,30416252
N-t69r11xx_250,250,LocalSearch first,0,25834669.806422234,0.21799898147583008,Success,15.062941330107884,30416252
N-t69r11xx_250,250,LocalSearch first,1,26536859.988235306,0.21799993515014648,Success,12.75433939646704,30416252
